Song Name,Language,Hit Year,Song Artist,Source,Decade
Earned It,EN,2015,The Weeknd,Spotify,2010
Él No Te Da,ES,2015,Dasoul,Spotify,2010
El Perdón,ES,2015,"Nicky Jam, Enrique Iglesias",Spotify,2010
El Taxi,ES,2015,"Osmani Garcia ""La Voz"", Pitbull, Sensato",Spotify,2010
Elastic Heart,EN,2015,Sia,Spotify,2010
Fanática Sensual,ES,2015,Plan B,Spotify,2010
Firestone,EN,2015,"Kygo, Conrad Sewell",Spotify,2010
Five More Hours,EN,2015,"Deorro, Chris Brown",Spotify,2010
FourFiveSeconds,EN,2015,"Rihanna, Kanye West, Paul McCartney",Spotify,2010
GDFR,EN,2015,"Flo Rida, Sage The Gemini, Lookas",Spotify,2010
Ginza,ES,2015,J Balvin,Spotify,2010
Guaya Guaya,ES,2015,Don Omar,Spotify,2010
He Llorado (Como Un Niño),ES,2015,"Juan Magán, Gente De Zona",Spotify,2010
Headlights,EN,2015,"Robin Schulz, Ronald Isley",Spotify,2010
Heroes,EN,2015,Måns Zelmerlöw,Spotify,2010
Heroes (We Could Be),EN,2015,"Alesso, Tove Lo",Spotify,2010
Hey Mama,EN,2015,"David Guetta, Afrojack, Nicki Minaj",Spotify,2010
How Deep Is Your Love,EN,2015,"Calvin Harris, Disciples",Spotify,2010
"I Don't Like It, I Love It ",EN,2015,"Flo Rida, Robin Thicke, Verdine White",Spotify,2010
I Really Like You,EN,2015,Carly Rae Jepsen,Spotify,2010
I'm an Albatraoz,EN,2015,"AronChupa, Little Sis Nora",Spotify,2010
King,EN,2015,Years & Years,Spotify,2010
La Gozadera,ES,2015,Gente De Zona,Spotify,2010
La Mordidita,ES,2015,"Ricky Martin, Yotuel",Spotify,2010
La Promesa,ES,2015,Melendi,Spotify,2010
Lean On,EN,2015,major lazer mò dj snake,Spotify,2010
Lejos De Aquí,ES,2015,Farruko,Spotify,2010
Lips Are Movin,EN,2015,Meghan Trainor,Spotify,2010
Love Me Like You Do,EN,2015,Ellie Goulding,Spotify,2010
Madre Tierra (Oye),ES,2015,Chayanne,Spotify,2010
Me Voy Enamorando,ES,2015,"Chino & Nacho, Farruko, Arbise González",Spotify,2010
Mi Nuevo Vicio,ES,2015,"Paulina Rubio, Morat",Spotify,2010
Mi Vecinita,ES,2015,Plan B,Spotify,2010
Mi Verdad,ES,2015,"Maná, Shakira",Spotify,2010
Muevelo,ES,2015,"Sofía Reyes, Wisin",Spotify,2010
Outside,EN,2015,"Calvin Harris, Ellie Goulding",Spotify,2010
Pasos de Cero,ES,2015,Pablo Alborán,Spotify,2010
Pégate,ES,2015,Ylenia,Spotify,2010
Perdido En Tus Ojos,ES,2015,"Don Omar, Natti Natasha",Spotify,2010
Piensas,ES,2015,"Pitbull, Gente De Zona",Spotify,2010
Por fin,ES,2015,Pablo Alborán,Spotify,2010
Por Fin Te Encontré,ES,2015,"Cali Y El Dandee, Juan Magán, Sebastian Yatra",Spotify,2010
Reality,EN,2015,"Lost Frequencies, Janieck Devy",Spotify,2010
Runaway (U & I),EN,2015,Galantis,Spotify,2010
See You Again,EN,2015,"Wiz Khalifa, Charlie Puth",Spotify,2010
Si No Te Enamoras,ES,2015,Kevin Roldan,Spotify,2010
Sígueme Y Te Sigo,ES,2015,Daddy Yankee,Spotify,2010
Soledad,ES,2015,Don Omar,Spotify,2010
Stole the Show,EN,2015,"Kygo, Parson James",Spotify,2010
Sugar,EN,2015,Maroon 5,Spotify,2010
Sun Goes Down,EN,2015,"Robin Schulz, Jasmine Thompson",Spotify,2010
Sun Is Shining,EN,2015,axwell ingrosso,Spotify,2010
Take Me To Church,EN,2015,Hozier,Spotify,2010
Te Recordaré Bailando,ES,2015,Don Omar,Spotify,2010
Tentándome,ES,2015,"Juan Magán, Maffio",Spotify,2010
The Nights,EN,2015,Avicii,Spotify,2010
Thinking Out Loud,EN,2015,Ed Sheeran,Spotify,2010
Time Of Our Lives,EN,2015,"Pitbull, Ne-Yo",Spotify,2010
Tocado y Hundido,ES,2015,Melendi,Spotify,2010
Un Zombie A La Intemperie,ES,2015,"Alejandro Sanz, Zucchero",Spotify,2010
Uptown Funk,EN,2015,"Mark Ronson, Bruno Mars",Spotify,2010
Vuelve,ES,2015,"Juan Magán, Paulina Rubio, DCS",Spotify,2010
Waiting For Love,EN,2015,Avicii,Spotify,2010
Want to Want Me,EN,2015,Jason Derulo,Spotify,2010
What Do You Mean?,EN,2015,Justin Bieber,Spotify,2010
where are ú now,EN,2015,skrillex diplo justin bieber,Spotify,2010
Worth It,EN,2015,"Fifth Harmony, Kid Ink",Spotify,2010
7 Years,EN,2016,Lukas Graham,Airplay,2010
Ain't your mama,EN,2016,Jennifer Lopez,Airplay,2010
Can't stop the feeling,EN,2016,Justin Timberlake,Airplay,2010
Catch and Release,EN,2016,Matt Simons,Airplay,2010
Cheap Thrills,EN,2016,Sia,Top streaming,2010
Como te atreves,ES,2016,Morat,Airplay,2010
Duele el corazon,ES,2016,Enrique Iglesias,Top streaming,2010
Faded,EN,2016,Alan Walker,Top streaming,2010
Hello,EN,2016,Adele,Airplay,2010
Let me love you,EN,2016,DJ Snake,Airplay,2010
Light it up,EN,2016,Major Lazer,Airplay,2010
Lost on you,EN,2016,LP,Airplay,2010
Perfect strabgers,EN,2016,Jonas Blue,Airplay,2010
Safari,ES,2016,J Balvin,Top streaming,2010
Sincericidio,ES,2016,Leiva,Airplay,2010
Sorry,EN,2016,Justin Bieber,Top streaming (wikipedia),2010
Traicionera,ES,2016,Sebastian Yatra,Top streaming,2010
Tu enemigo,ES,2016,Pablo Lopez,Airplay,2010
24K Magic,EN,2017,Bruno Mars,Spotify,2010
Ahora Dice,ES,2017,Chris Jedi,Spotify,2010
Ahora Lloras Tú,ES,2017,Ana Mena,Spotify,2010
Alguien Robo,ES,2017,Sebastian Yatra,Spotify,2010
Amor Con Hielo,ES,2017,Morat,Spotify,2010
Amor y dolor,ES,2017,Carlos Baute,Spotify,2010
Andas En Mi Cabeza,ES,2017,Chino & Nacho,Spotify,2010
Ando buscando,ES,2017,Carlos Baute,Spotify,2010
Attention,EN,2017,Charlie Puth,Spotify,2010
Ay Mi Dios,ES,2017,IAmChino,Spotify,2010
Báilame,ES,2017,Nacho,Spotify,2010
Bailame Despacio,ES,2017,Xantos,Spotify,2010
Believer,EN,2017,Imagine Dragons,Spotify,2010
Besándote,ES,2017,Piso 21,Spotify,2010
Borro Cassette,ES,2017,Maluma,Spotify,2010
Casi Humanos,ES,2017,Dvicio,Spotify,2010
Chantaje,ES,2017,shakira maluma,Spotify,2010
Complicidad,ES,2017,Vanesa Martín,Spotify,2010
Deja Que Te Bese,ES,2017,Alejandro Sanz,Spotify,2010
Deja vu,ES,2017,Prince Royce,Spotify,2010
Desde Que Estamos Juntos,ES,2017,Melendi,Spotify,2010
Despacito,ES,2017,Luis Fonsi,Spotify,2010
Destino o Casualidad,ES,2017,Melendi,Spotify,2010
Dile Que Tu Me Quieres,ES,2017,Ozuna,Spotify,2010
Diles,ES,2017,Ozuna,Spotify,2010
El Amante,ES,2017,Nicky Jam,Spotify,2010
Escápate Conmigo,ES,2017,Wisin,Spotify,2010
Felices los 4,ES,2017,Maluma,Spotify,2010
Fiebre,ES,2017,David Bisbal,Spotify,2010
Fuego,ES,2017,Juanes,Spotify,2010
Galway Girl,EN,2017,Ed Sheeran,Spotify,2010
Gyal You A Party Animal,EN,2017,Charly Black,Spotify,2010
Hasta Que Se Seque el Malecón,ES,2017,Jacob Forever,Spotify,2010
Hey DJ,ES,2017,CNCO,Spotify,2010
Hey Ma,ES,2017,Pitbull,Spotify,2010
I Don’t Wanna Live Forever,EN,2017,ZAYN,Spotify,2010
I Feel It Coming,EN,2017,The Weeknd,Spotify,2010
Issues,EN,2017,Julia Michaels,Spotify,2010
It Ain't Me,EN,2017,Kygo,Spotify,2010
Kung Fu,ES,2017,Dasoul,Spotify,2010
La Bicicleta,ES,2017,Carlos Vives,Spotify,2010
La isla del amor,ES,2017,Demarco Flamenco,Spotify,2010
La Rompe Corazones,ES,2017,Daddy Yankee,Spotify,2010
Loca,ES,2017,Maite Perroni,Spotify,2010
Lumbra,ES,2017,Cali Y El Dandee,Spotify,2010
Mala Mujer,ES,2017,C. Tangana,Spotify,2010
Malibu,EN,2017,Miley Cyrus,Spotify,2010
Mama,EN,2017,Jonas Blue,Spotify,2010
Me Enamoré,ES,2017,Shakira,Spotify,2010
Me llamas,ES,2017,Piso 21,Spotify,2010
Me Rehúso,ES,2017,Danny Ocean,Spotify,2010
Mi tesoro,ES,2017,Zion & Lennox,Spotify,2010
No Te Hagas,ES,2017,Jory Boy,Spotify,2010
Ojalá,ES,2017,Beret,Spotify,2010
One Dance,EN,2017,Drake,Spotify,2010
Otra vez,ES,2017,Zion & Lennox,Spotify,2010
Perfect Strangers,EN,2017,Jonas Blue,Spotify,2010
Perro Fiel,ES,2017,Shakira,Spotify,2010
Photograph,EN,2017,Ed Sheeran,Spotify,2010
Qué Gano Olvidándote,ES,2017,Reik,Spotify,2010
"Rápido, Brusco, Violento",ES,2017,Juan Magán,Spotify,2010
Reggaetón Lento (Bailemos),ES,2017,CNCO,Spotify,2010
Rockabye,EN,2017,Clean Bandit,Spotify,2010
Scared to Be Lonely,EN,2017,Martin Garrix,Spotify,2010
Sé Que Te Duele,ES,2017,Alejandro Fernández,Spotify,2010
Shape of You,EN,2017,Ed Sheeran,Spotify,2010
Shed a Light,EN,2017,Robin Schulz,Spotify,2010
Si No Vuelves,ES,2017,Gente De Zona,Spotify,2010
Si Tú La Ves,ES,2017,Nicky Jam,Spotify,2010
Si Tu Novio Te Deja Sola,ES,2017,J Balvin,Spotify,2010
Sigo Extrañándote,ES,2017,J Balvin,Spotify,2010
Sin Contrato,ES,2017,Maluma,Spotify,2010
Sirenas,ES,2017,Taburete,Spotify,2010
Sola,ES,2017,Anuel AA,Spotify,2010
Something Just Like This,EN,2017,The Chainsmokers,Spotify,2010
Soy Peor,ES,2017,Bad Bunny,Spotify,2010
Soy Un Don,ES,2017,Juan Magán,Spotify,2010
SUBEME LA RADIO,ES,2017,Enrique Iglesias,Spotify,2010
Swalla,EN,2017,Jason Derulo,Spotify,2010
Symphony,EN,2017,Clean Bandit,Spotify,2010
te quiero pa mi,ES,2017,Don Omar,Spotify,2010
There's Nothing Holdin' Me Back,EN,2017,Shawn Mendes,Spotify,2010
Thunder,EN,2017,Imagine Dragons,Spotify,2010
Tú Me Obligaste,ES,2017,Antonio José,Spotify,2010
Tu No Vive Asi,ES,2017,Arcangel,Spotify,2010
Una Lady Como Tú,ES,2017,Manuel Turizo,Spotify,2010
Unforgettable,EN,2017,French Montana,Spotify,2010
Uno X Uno,ES,2017,Manuel Carrasco,Spotify,2010
Vacaciones,ES,2017,Wisin,Spotify,2010
Vente Pa' Ca,ES,2017,Ricky Martin,Spotify,2010
Vuelve,ES,2017,Beret,Spotify,2010
We Don't Talk Anymore,EN,2017,Charlie Puth,Spotify,2010
"Y, ¿Si Fuera Ella? - + Es +",ES,2017,Pablo Alborán,Spotify,2010
You Don't Know Me,EN,2017,Jax Jones,Spotify,2010
"1,2,2003",ES,2018,Sofía Reyes,Spotify,2010
A Partir De Hoy,ES,2018,David Bisbal,Spotify,2010
All Falls Down,EN,2018,Alan Walker,Spotify,2010
Amorfoda,ES,2018,Bad Bunny,Spotify,2010
Antes de Morirme,ES,2018,C. Tangana,Spotify,2010
Anywhere,EN,2018,Rita Ora,Spotify,2010
Asesina,ES,2018,Brytiago,Spotify,2010
Azukita,ES,2018,Steve Aoki,Spotify,2010
Belerofón,ES,2018,Taburete,Spotify,2010
Bella,ES,2018,Wolfine,Spotify,2010
Besos En Guerra,ES,2018,Morat,Spotify,2010
Brillo,ES,2018,J Balvin,Spotify,2010
Buenos Genes,ES,2018,Rels B,Spotify,2010
Cicatrices,ES,2018,Natos y Waor,Spotify,2010
Criminal,ES,2018,Natti Natasha,Spotify,2010
Déjala Que Baile,ES,2018,Melendi,Spotify,2010
Déjala Que Vuelva,ES,2018,Piso 21,Spotify,2010
Déjate Llevar,ES,2018,Juan Magán,Spotify,2010
Dembow,ES,2018,Danny Ocean,Spotify,2010
Dicen,ES,2018,Matt Hunter,Spotify,2010
Dieciocho,ES,2018,Dani Martín,Spotify,2010
Downtown,EN,2018,Anitta,Spotify,2010
Dura,ES,2018,Daddy Yankee,Spotify,2010
Duro y Suave,ES,2018,Leslie Grace,Spotify,2010
Échame La Culpa,ES,2018,Luis Fonsi,Spotify,2010
El Arrepentido,ES,2018,Melendi,Spotify,2010
EL BAÑO,ES,2018,Enrique Iglesias,Spotify,2010
El Farsante,ES,2018,Ozuna,Spotify,2010
Él no soy yo,ES,2018,Blas Cantó,Spotify,2010
El Patio,ES,2018,Pablo López,Spotify,2010
El Préstamo,ES,2018,Maluma,Spotify,2010
Flames,EN,2018,David Guetta,Spotify,2010
FRIENDS,EN,2018,Marshmello,Spotify,2010
Fuego,ES,2018,Eleni Foureira,Spotify,2010
God's Plan,EN,2018,Drake,Spotify,2010
Guerrera,ES,2018,DELLAFUENTE,Spotify,2010
Havana,EN,2018,Camila Cabello,Spotify,2010
I Like It,EN,2018,Cardi B,Spotify,2010
IDGAF,EN,2018,Dua Lipa,Spotify,2010
La Cintura,ES,2018,Alvaro Soler,Spotify,2010
La Llamada,ES,2018,Leiva,Spotify,2010
La Modelo,ES,2018,Ozuna,Spotify,2010
La player (Bandolera),ES,2018,Zion & Lennox,Spotify,2010
La reina del local,ES,2018,Sergio Contreras,Spotify,2010
Le Encanta,ES,2018,Juan Magán,Spotify,2010
Llorando en la Limo,ES,2018,C. Tangana,Spotify,2010
Lo Malo,ES,2018,Aitana,Spotify,2010
Lo siento,ES,2018,Beret,Spotify,2010
Mad Love,EN,2018,Sean Paul,Spotify,2010
Madura,ES,2018,Cosculluela,Spotify,2010
malamente cap.1 augurio,ES,2018,ROSALÍA,Spotify,2010
Mayores,ES,2018,Becky G,Spotify,2010
Me Haces Falta,ES,2018,Antonio José,Spotify,2010
Me Niego,ES,2018,Reik,Spotify,2010
Mi Gente,ES,2018,J Balvin,Spotify,2010
Nena Maldicion,ES,2018,Paulo Londra,Spotify,2010
New Rules,EN,2018,Dua Lipa,Spotify,2010
No Es Justo,ES,2018,J Balvin,Spotify,2010
No Hay Nadie Más,ES,2018,Sebastian Yatra,Spotify,2010
No Quiero Amarte,ES,2018,Justin Quiles,Spotify,2010
One Kiss,EN,2018,Calvin Harris,Spotify,2010
Perfect,EN,2018,Ed Sheeran,Spotify,2010
Princesas,ES,2018,Pereza,Spotify,2010
Quiero Repetir,ES,2018,Ozuna,Spotify,2010
Robarte un Beso,ES,2018,Carlos Vives,Spotify,2010
SAD!,EN,2018,XXXTENTACION,Spotify,2010
Salvajes irracionales,ES,2018,Efecto Pasillo,Spotify,2010
Se Preparó,ES,2018,Ozuna,Spotify,2010
Sensualidad,ES,2018,Bad Bunny,Spotify,2010
Síguelo Bailando,ES,2018,Ozuna,Spotify,2010
Sin Pijama,ES,2018,Becky G,Spotify,2010
Solita,ES,2018,Ozuna,Spotify,2010
Solo,EN,2018,Clean Bandit,Spotify,2010
Suena El Dembow,ES,2018,Joey Montana,Spotify,2010
Te Amo,ES,2018,Piso 21,Spotify,2010
Te Boté,ES,2018,Nio Garcia,Spotify,2010
The Middle,EN,2018,Zedd,Spotify,2010
These Days,EN,2018,Rudimental,Spotify,2010
To My Love,EN,2018,Bomba Estéreo,Spotify,2010
Unica,ES,2018,Ozuna,Spotify,2010
Usted,ES,2018,Juan Magán,Spotify,2010
Vuelve,ES,2018,Daddy Yankee,Spotify,2010
X,ES,2018,Nicky Jam,Spotify,2010
Ya Es Hora,ES,2018,Ana Mena,Spotify,2010
11:00 PM,ES,2019,Maluma,Spotify,2010
5 Sentidos,ES,2019,Dvicio,Spotify,2010
7 rings,EN,2019,Ariana Grande,Spotify,2010
Adan y Eva,ES,2019,Paulo Londra,Spotify,2010
Adictiva,ES,2019,Daddy Yankee,Spotify,2010
Amanece,ES,2019,Anuel AA,Spotify,2010
Aullando,ES,2019,Wisin & Yandel,Spotify,2010
bad guy,EN,2019,Billie Eilish,Spotify,2010
Baila Baila Baila,ES,2019,Ozuna,Spotify,2010
Bohemian Rhapsody,EN,2019,Queen,Spotify,2010
Booty,ES,2019,C. Tangana,Spotify,2010
Calma,ES,2019,Pedro Cap,Spotify,2010
Como Si Fueras a Morir Mañana,ES,2019,Leiva,Spotify,2010
Con Altura,ES,2019,ROSALÍA,Spotify,2010
Con Calma,ES,2019,Daddy Yankee,Spotify,2010
Contando Lunares,ES,2019,Don Patricio,Spotify,2010
Contra La Pared,ES,2019,Sean Paul,Spotify,2010
Cristina,ES,2019,Sebastian Yatra,Spotify,2010
Cristina,ES,2019,Maffio,Spotify,2010
Cuaderno,ES,2019,Dalex,Spotify,2010
Cuando Nadie Ve,ES,2019,Morat,Spotify,2010
Cuando zarpa el amor,ES,2019,Camela,Spotify,2010
Date La Vuelta,ES,2019,Luis Fonsi,Spotify,2010
Déjame Ser,ES,2019,Manuel Carrasco,Spotify,2010
Déjate Querer,ES,2019,Lalo Ebratt,Spotify,2010
Desconocidos,ES,2019,Mau y Ricky,Spotify,2010
Don't Call Me Up,EN,2019,Mabel,Spotify,2010
Ella Quiere Beber,ES,2019,Anuel AA,Spotify,2010
Ellos,ES,2019,Ceky Viciny,Spotify,2010
Enchochado de Ti,ES,2019,Don Patricio,Spotify,2010
Esclavo de Tus Besos,ES,2019,Manuel Turizo,Spotify,2010
Happier,EN,2019,Marshmello,Spotify,2010
High Hopes,EN,2019,Panic! At The Disco,Spotify,2010
HP,ES,2019,Maluma,Spotify,2010
I Don't Care,EN,2019,Ed Sheeran,Spotify,2010
Ibiza,ES,2019,Ozuna,Spotify,2010
Imposible,ES,2019,Luis Fonsi,Spotify,2010
La Playa,ES,2019,Myke Towers,Spotify,2010
La Romana,ES,2019,Bad Bunny,Spotify,2010
La Rubia,ES,2019,La Nueva Escuela,Spotify,2010
Me llama,ES,2019,Beret,Spotify,2010
Mi Persona Favorita,ES,2019,Alejandro Sanz,Spotify,2010
MIA,ES,2019,Bad Bunny,Spotify,2010
Mujer Bruja,ES,2019,Lola Indigo,Spotify,2010
NI BIEN NI MAL,ES,2019,Bad Bunny,Spotify,2010
Ni La Hora,ES,2019,Ana Guerra,Spotify,2010
No Me Conoce,ES,2019,Jhay Cortez,Spotify,2010
No Te Preocupes por Mi,ES,2019,Leiva,Spotify,2010
No Te Veo,ES,2019,Casper Magico,Spotify,2010
Otra Copa,ES,2019,Bandaga,Spotify,2010
Otro Trago,ES,2019,Sech,Spotify,2010
Pa Mí,ES,2019,Dalex,Spotify,2010
Perdón,ES,2019,David Bisbal,Spotify,2010
pienso en tu mira  cap.3 celos,ES,2019,rosalia,Spotify,2010
Presiento,ES,2019,Morat,Spotify,2010
Que Mas Pues,ES,2019,Sech,Spotify,2010
Qué Tienes Tú,ES,2019,Dvicio,Spotify,2010
Say My Name,EN,2019,David Guetta,Spotify,2010
Secreto,ES,2019,Anuel AA,Spotify,2010
Shallow,EN,2019,Lady Gaga,Spotify,2010
Si Se Da,ES,2019,Myke Towers,Spotify,2010
Sola,ES,2019,Manuel Turizo,Spotify,2010
Soldadito de Hierro,ES,2019,Nil Moliner,Spotify,2010
Soldadito marinero,ES,2019,Fito y Fitipaldis,Spotify,2010
Someone You Loved,EN,2019,Lewis Capaldi,Spotify,2010
Sucker,EN,2019,Jonas Brothers,Spotify,2010
Sweet but Psycho,EN,2019,Ava Max,Spotify,2010
Swing,EN,2019,Danny Ocean,Spotify,2010
Ta To Gucci,ES,2019,Cauty,Spotify,2010
Tal Vez,ES,2019,Paulo Londra,Spotify,2010
Te echo de menos,ES,2019,Beret,Spotify,2010
Te esperaré toda la vida,ES,2019,Dani Fernández,Spotify,2010
Te Robaré,ES,2019,Nicky Jam,Spotify,2010
Te Vi,ES,2019,Piso 21,Spotify,2010
TELÉFONO,ES,2019,Aitana,Spotify,2010
Un Año,ES,2019,Sebastian Yatra,Spotify,2010
Vaina Loca,ES,2019,Ozuna,Spotify,2010
Vas A Quedarte,ES,2019,Aitana,Spotify,2010
Verte Ir,ES,2019,DJ Luian,Spotify,2010
Vuelve,ES,2019,Sebastian Yatra,Spotify,2010
Ya No Quiero Ná,ES,2019,Lola Indigo,Spotify,2010
Sirena,ES,2020,Cali Y El Dandee,Spotify,2020
+,ES,2020,Aitana,Spotify,2020
4 besos,ES,2020,Lola Indigo,Spotify,2020
A Dónde Vamos,ES,2020,Morat,Spotify,2020
Adicto (with Anuel AA  Ozuna),ES,2020,Tainy,Spotify,2020
ADMV,ES,2020,Maluma,Spotify,2020
Alocao (With Bad Gyal),ES,2020,Omar Montes,Spotify,2020
Amarillo,ES,2020,J Balvin,Spotify,2020
Atrévete,ES,2020,Nicky Jam,Spotify,2020
Azul,ES,2020,J Balvin,Spotify,2020
Baila Conmigo,ES,2020,Dayvi,Spotify,2020
Bailemos,ES,2020,Dani Fernández,Spotify,2020
Before You Go,EN,2020,Lewis Capaldi,Spotify,2020
Bésame,ES,2020,David Bisbal,Spotify,2020
Blanco,ES,2020,J Balvin,Spotify,2020
Blinding Lights,EN,2020,The Weeknd,Spotify,2020
Bobo,ES,2020,Morad,Spotify,2020
Break My Heart,EN,2020,Dua Lipa,Spotify,2020
Callaita,ES,2020,Bad Bunny,Spotify,2020
Calma,ES,2020,Pedro Capó,Spotify,2020
China,ES,2020,Anuel AA,Spotify,2020
Cicatrices,ES,2020,Natos y Waor,Spotify,2020
CÓMO SE SIENTE,ES,2020,Jhay Cortez,Spotify,2020
Como Si Fueras a Morir Mañana,ES,2020,Leiva,Spotify,2020
Con Calma,ES,2020,Daddy Yankee,Spotify,2020
Contando Lunares,ES,2020,Don Patricio,Spotify,2020
Cuando Éramos Dos,ES,2020,Sinsinati,Spotify,2020
Dance Monkey,EN,2020,Tones And I,Spotify,2020
De Tranquilote,ES,2020,Danny Romero,Spotify,2020
death bed (coffee for your head),EN,2020,Powfu,Spotify,2020
Diosa,ES,2020,Myke Towers,Spotify,2020
Don't Start Now,EN,2020,Dua Lipa,Spotify,2020
DOSIS,ES,2020,Dvicio,Spotify,2020
Easy,EN,2020,Jhay Cortez,Spotify,2020
El Efecto,ES,2020,Rauw Alejandro,Spotify,2020
El Manual,ES,2020,Anuel AA,Spotify,2020
Fantasias,ES,2020,Rauw Alejandro,Spotify,2020
Favorito,ES,2020,Camilo,Spotify,2020
Flamenkito,ES,2020,Lérica,Spotify,2020
Fuego,ES,2020,Estopa,Spotify,2020
Fuera De Mi Mente,ES,2020,Lérica,Spotify,2020
Hasta Que Dios Diga,ES,2020,Anuel AA,Spotify,2020
Hola,ES,2020,Dalex,Spotify,2020
Ignorantes,ES,2020,Bad Bunny,Spotify,2020
Indeciso,ES,2020,Reik,Spotify,2020
Indios y Vaqueros,ES,2020,Sinsinati,Spotify,2020
Jangueo,ES,2020,Alex Rose,Spotify,2020
LA CANCIÓN,ES,2020,J Balvin,Spotify,2020
La Difícil,ES,2020,Bad Bunny,Spotify,2020
La Jeepeta,ES,2020,Nio Garcia,Spotify,2020
La Rubia,ES,2020,La Nueva Escuela,Spotify,2020
Loco,ES,2020,bele,Spotify,2020
Locura,ES,2020,Cali Y El Dandee,Spotify,2020
MAMACITA,ES,2020,Black Eyed Peas,Spotify,2020
Me Equivocaré,ES,2020,Antonio José,Spotify,2020
Me Gusta,ES,2020,Shakira,Spotify,2020
Mi Religión,ES,2020,Nil Moliner,Spotify,2020
Mil Tequilas,ES,2020,Chema Rivas,Spotify,2020
Morado,ES,2020,J Balvin,Spotify,2020
Muévelo,ES,2020,Nicky Jam,Spotify,2020
No Me Conoce,ES,2020,Jhay Cortez,Spotify,2020
Nunca Estoy,ES,2020,C. Tangana,Spotify,2020
Pa toda la vida,ES,2020,Don Patricio,Spotify,2020
PAM,ES,2020,Justin Quiles,Spotify,2020
Pegamos Tela,ES,2020,Lérica,Spotify,2020
Physical,EN,2020,Dua Lipa,Spotify,2020
PORFA,ES,2020,Feid,Spotify,2020
Prendio,ES,2020,Rvfv,Spotify,2020
Presiento,ES,2020,Morat,Spotify,2020
Princesas,ES,2020,Pereza,Spotify,2020
Qué Bonito Es Querer,ES,2020,Manuel Carrasco,Spotify,2020
Quédate conmigo,ES,2020,Pole.,Spotify,2020
Quiéreme Mientras Se Pueda,ES,2020,Manuel Turizo,Spotify,2020
Relación,ES,2020,Sech,Spotify,2020
RITMO (Bad Boys For Life),EN,2020,Black Eyed Peas,Spotify,2020
ROCKSTAR,EN,2020,DaBaby,Spotify,2020
Rojo,ES,2020,J Balvin,Spotify,2020
Roses,EN,2020,SAINt JHN,Spotify,2020
Rueda,ES,2020,Chimbala,Spotify,2020
Rutina,ES,2020,Myke Towers,Spotify,2020
Safaera,ES,2020,Bad Bunny,Spotify,2020
Se iluminaba,ES,2020,Fred De Palma,Spotify,2020
seorita,ES,2020,Shawn Mendes,Spotify,2020
Shallow,EN,2020,Lady Gaga,Spotify,2020
si me dices que s,ES,2020,Reik,Spotify,2020
Si por mi fuera,ES,2020,Beret,Spotify,2020
Si Tú La Quieres,ES,2020,David Bisbal,Spotify,2020
Soldadito de Hierro,ES,2020,Nil Moliner,Spotify,2020
Soldadito marinero,ES,2020,Fito y Fitipaldis,Spotify,2020
Someone You Loved,EN,2020,Lewis Capaldi,Spotify,2020
Suave,ES,2020,Jey Blessing,Spotify,2020
sueo,ES,2020,Beret,Spotify,2020
Tabú,ES,2020,Pablo Alborán,Spotify,2020
Tattoo,ES,2020,Rauw Alejandro,Spotify,2020
TBT,ES,2020,Sebastian Yatra,Spotify,2020
Tusa,ES,2020,KAROL G,Spotify,2020
Tutu,ES,2020,Camilo,Spotify,2020
Una Foto en Blanco y Negro,ES,2020,David Otero,Spotify,2020
Una Mala,ES,2020,El Completo Rd,Spotify,2020
Whine Up,EN,2020,Nicky Jam,Spotify,2020
Yo Perreo Sola,ES,2020,Bad Bunny,Spotify,2020
"Yo x Ti, Tu x Mi",ES,2020,rosalça,Spotify,2020
512,ES,2021,Mora,Spotify,2020
911,ES,2021,Sech,Spotify,2020
2/Catorce,ES,2021,Rauw Alejandro,Spotify,2020
A Un Paso De La Luna,ES,2021,Ana Mena,Spotify,2020
Aloha,ES,2021,Maluma,Spotify,2020
AM,ES,2021,Nio Garcia,Spotify,2020
Anda Suelta,ES,2021,Chema Rivas,Spotify,2020
Baila Conmigo,ES,2021,Selena Gomez,Spotify,2020
Bandido,ES,2021,Myke Towers,Spotify,2020
Batmóvil,ES,2021,Hens,Spotify,2020
BEBÉ,ES,2021,Camilo,Spotify,2020
BICHOTA,ES,2021,KAROL G,Spotify,2020
Caramelo,ES,2021,Ozuna,Spotify,2020
Carita de Inocente,ES,2021,Prince Royce,Spotify,2020
Chica Ideal,ES,2021,Sebastian Yatra,Spotify,2020
Como Estrellas,ES,2021,LA YOUNG,Spotify,2020
DÁKITI,ES,2021,Bad Bunny,Spotify,2020
Del Mar,ES,2021,Ozuna,Spotify,2020
Demasiadas Mujeres,ES,2021,C. Tangana,Spotify,2020
Despeinada,ES,2021,Ozuna,Spotify,2020
drivers license,EN,2021,Olivia Rodrigo,Spotify,2020
El Fin del Mundo,ES,2021,La La Love You,Spotify,2020
EL MAKINON,ES,2021,KAROL G,Spotify,2020
El Mismo Aire,ES,2021,Camilo,Spotify,2020
Ella,ES,2021,El Bobe,Spotify,2020
Ella No Es Tuya,ES,2021,Rochy RD,Spotify,2020
Entre Sobras Y Sobras Me Faltas,ES,2021,Antonio Orozco,Spotify,2020
Eso Que Tú Me Das,ES,2021,Jarabe De Palo,Spotify,2020
Explícito,ES,2021,Myke Towers,Spotify,2020
