Song Name,Language,Hit Year,Song Artist,Source,Decade
All the man that I need,EN,1991,Whitney Houston,Los$40$,1990
All together now,EN,1991,The farm,Los$40$,1990
Aquest any si,CA,1991,FC Barcelona,Los Superventas,1990
Are you dreaming,EN,1991,Twenty 4 seven,Los$40$,1990
Asi me gusta a mi,ES,1991,Chimo bayo,Los Superventas,1990
Bailar pegados,ES,1991,Sergio Dalma,Los$40$,1990
Black or white,EN,1991,Michael Jackson,Los Superventas,1990
Calling elvis,EN,1991,Dire straits,Los$40$,1990
Chiquilla,ES,1991,Seguridad social,Los$40$,1990
Coming out of the dark,EN,1991,Gloria Estefan,Los$40$,1990
Como te mueves,ES,1991,Modestia aparte,Los$40$,1990
Cuando duermes,ES,1991,Complices,Los$40$,1990
Cuidado con paloma,ES,1991,Emilio aragon,Los$40$,1990
Damelo ya,ES,1991,La union,Los$40$,1990
Despertar,ES,1991,Heroes del silencio,Los$40$,1990
Don't cry,EN,1991,Guns 'n' roses,Los$40$,1990
El 7 de septiembre,ES,1991,Mecano,Los Superventas,1990
El amoto,ES,1991,No me pises que llevo chanclas,Los$40$,1990
El peon del rey de negras,ES,1991,Mecano,Los$40$,1990
Ella es un volcan,ES,1991,La union,Los$40$,1990
Entre dos tierras,ES,1991,Heroes del silencio,Los$40$,1990
Este payo,ES,1991,Tam tam go,Los$40$,1990
Everything I do I do it for you,EN,1991,Bryan adams,Los$40$,1990
Freedom 90,EN,1991,George michael,Los$40$,1990
Galilea,ES,1991,Sergio Dalma,Los$40$,1990
Gente impresentable,ES,1991,Celtas cortos,Los$40$,1990
Gonna make you sweat,EN,1991,CC Music factory,Los$40$,1990
Gypsy Woman,EN,1991,Crystal water,Los Superventas,1990
Have you seen her,EN,1991,MC hammer,Los$40$,1990
Hombres,ES,1991,Loquillo y los trogloditas,Los$40$,1990
ice ice baby,EN,1991,Vanilla Ice,Los$40$,1990
Innuendo,EN,1991,Queen,Los$40$,1990
Joyride,EN,1991,Roxette,Los$40$,1990
La casa azul,ES,1991,Duncan dhu,Los$40$,1990
La deuda de la mentira,ES,1991,Danza invisible,Los$40$,1990
Let there be love,EN,1991,Simple minds,Los$40$,1990
llueve en mi corazón,ES,1991,tennessee,Los$40$,1990
Loco vox,ES,1991,Loco mia,Los$40$,1990
Maldito duende,ES,1991,Heroes del silencio,Los$40$,1990
Mundo de cristal,ES,1991,Duncan dhu,Los$40$,1990
Naturaleza muerta,ES,1991,Mecano,Los$40$,1990
Nos queda la noche,ES,1991,El golpe,Los$40$,1990
Palabras de fuego,ES,1991,La frontera,Los$40$,1990
Pisando fuerte,ES,1991,Alejandro sanz,Los$40$,1990
Pray,EN,1991,MC hammer,Los$40$,1990
Rita,ES,1991,Hombres G,Los$40$,1990
Sadeness,EN,1991,Enigma,Los Superventas,1990
Shiny happy people,EN,1991,REM,Los$40$,1990
Something got me started,EN,1991,Simply red,Los$40$,1990
The fly,EN,1991,U2,Los Superventas,1990
The grease megamix,EN,1991,John travolta,Los Superventas,1990
The one and only,EN,1991,Chesney hawkes,Los$40$,1990
Volver a casa,ES,1991,La trampa,Los$40$,1990
Y no amanece,ES,1991,Los secretos,Los$40$,1990
You could be mine,EN,1991,Guns 'n' roses,Los Superventas,1990
You gotta love someone,EN,1991,Elton John,Los$40$,1990
20 de abril,ES,1992,Celtas cortos,Los$40$,1990
A un minuto de ti,ES,1992,Mikel erentxun,Los$40$,1990
Achy breaky heart,EN,1992,Billy ray cyrus,Los$40$,1990
Al lado de ti,ES,1992,La trampa,Los$40$,1990
Amor fugaz,ES,1992,La union,Los$40$,1990
Ave lucia,ES,1992,Sergio Dalma,Los$40$,1990
Because the night,EN,1992,Co ro,Los Superventas,1990
Better days,EN,1992,Bruce springsteen,Los$40$,1990
Bonito es,ES,1992,Los sencillos,Los$40$,1990
Can't stop this thing we started,EN,1992,Bryan adams,Los$40$,1990
Cuentame un cuento,ES,1992,Celtas cortos,Los$40$,1990
Dalai Lama,ES,1992,Mecano,Los$40$,1990
Dame tu amistad,ES,1992,Tennessee,Los$40$,1990
De puta madre,ES,1992,Terra wan,Los Superventas,1990
Don't you want me,EN,1992,Felix,Los Superventas,1990
Drive,EN,1992,REM,Los$40$,1990
Dur dur d'etre bebe,FR,1992,Jordy,Los Superventas,1990
El canto de la sirena,ES,1992,Los limones,Los$40$,1990
El fallo positivo,ES,1992,Mecano,Los$40$,1990
El ritmo del mar,ES,1992,Celtas cortos,Los$40$,1990
Erotica,EN,1992,Madonna,Los$40$,1990
Es por ti,ES,1992,Luz casal,Los$40$,1990
Good night girl,EN,1992,Wet wet wet,Los$40$,1990
Historias de amor,ES,1992,OBK,Los$40$,1990
How do you do,EN,1992,Roxette,Los$40$,1990
Human touch,EN,1992,Bruce springsteen,Los Superventas,1990
Humpin around,EN,1992,Bobby brown,Los$40$,1990
In the closet,EN,1992,Michael Jackson,Los$40$,1990
Jam,EN,1992,Michael Jackson,Los$40$,1990
James brown is dead,EN,1992,La style,Los Superventas,1990
Juegos de amor,ES,1992,Cabaret pop,Los$40$,1990
La vida empieza hoy,ES,1992,Sergio Dalma,Los$40$,1990
La vida todavia,ES,1992,Eros ramazzotti,Los$40$,1990
Let's get rocked,EN,1992,Def Leppard,Los$40$,1990
Licencia para bailar,ES,1992,la década prodigiosa,Los$40$,1990
Llovio,ES,1992,Presuntos implicados,Los$40$,1990
Lo que fui es lo que soy,ES,1992,Alejandro sanz,Los$40$,1990
Maria,ES,1992,Modestia aparte,Los$40$,1990
Martika's kitchen,EN,1992,Martika,Los$40$,1990
Mia,EN,1992,Platon,Los$40$,1990
No son of mine,EN,1992,Genesis,Los$40$,1990
One,EN,1992,U2,Los$40$,1990
Otro dia mas sin verte,ES,1992,Jon secada,Los$40$,1990
Piensa en mi,ES,1992,Luz casal,Los$40$,1990
Please don't go,EN,1992,Double you,Los Superventas,1990
Por verte feliz,ES,1992,Terapia nacional,Los$40$,1990
Quimica,ES,1992,Chimo bayo,Los Superventas,1990
Remember the time,EN,1992,Michael Jackson,Los$40$,1990
Rythm is a dancer,EN,1992,Snap,Los Superventas,1990
Se le apago la luz,ES,1992,Alejandro sanz,Los$40$,1990
Sensacion de vivir,ES,1992,Xuxa,Los Superventas,1990
Smells like teen spirit,EN,1992,Nirvana,Los Superventas,1990
Stars,EN,1992,Simply red,Los$40$,1990
The one,EN,1992,Elton John,Los$40$,1990
Un pedazo de cielo,ES,1992,Luz casal,Los$40$,1990
Una historia de ifa ejigbo,ES,1992,margareth menezes,Los Superventas,1990
Una rosa es una rosa,ES,1992,Mecano,Los$40$,1990
Verdad que seria estupendo,ES,1992,Complices,Los$40$,1990
Weather with you,EN,1992,Crowded house,Los$40$,1990
Ya esta bien,ES,1992,Celtas cortos,Los$40$,1990
All that she wants,EN,1993,Ace of base,Los Superventas,1990
Amiga mala suerte,ES,1993,Los secretos,Los$40$,1990
Baby don't cry,EN,1993,INXS,Los$40$,1990
Bed of roses,EN,1993,Bon jovi,Los$40$,1990
Boom shake the room,EN,1993,Jazzy jeff & the fresh prince,Los Superventas,1990
Both sides of the story,EN,1993,Phil Collins,Los$40$,1990
Cantaloop,EN,1993,US3,Los$40$,1990
Como un burro amarrado en la puerta de baile,ES,1993,El ultimo de la fila,Los$40$,1990
Cosas de la vida,ES,1993,Eros ramazzotti,Los$40$,1990
Cryin,EN,1993,Aerosmith,Los$40$,1990
De ley,ES,1993,Rosario,Los$40$,1990
Dicen,ES,1993,OBK,Los$40$,1990
El gallinero,ES,1993,Ramirez,Los Superventas,1990
El hombre de negro,ES,1993,Loquillo y los trogloditas,Los$40$,1990
El orden del mundo,ES,1993,Danza invisible,Los$40$,1990
El que canta su mal espanta,ES,1993,El ultimo de la fila,Los$40$,1990
El sitio de mi recreo,ES,1993,Antonio vega,Los$40$,1990
Ella,ES,1993,Viceversa,Los$40$,1990
Encores EP,EN,1993,Dire straits,Los Superventas,1990
Esta luz nunca se apagara,ES,1993,Mikel erentxun,Los$40$,1990
Falling in love with you,EN,1993,UB40,Los$40$,1990
Fields of god,EN,1993,Sting,Los$40$,1990
Go west,EN,1993,Pet shop boys,Los$40$,1990
Have you ever needed someone so bad,EN,1993,Def Leppard,Los$40$,1990
Heal the world,EN,1993,Michael Jackson,Los$40$,1990
Higher ground,EN,1993,UB40,Los$40$,1990
Hope of deliverance,EN,1993,Paul McCartney,Los$40$,1990
I feel you,EN,1993,Depeche mode,Los Superventas,1990
I will always love you,EN,1993,Whitney Houston,Los Superventas,1990
If i ever lose my faith in you,EN,1993,Sting,Los$40$,1990
Informer,EN,1993,Snow,Los$40$,1990
Keep the faith,EN,1993,Bon jovi,Los$40$,1990
La herida,ES,1993,Heroes del silencio,Los$40$,1990
Life,EN,1993,Haddaway,Los Superventas,1990
Livin on the edge,EN,1993,Aerosmith,Los$40$,1990
Living on my own,EN,1993,Freddie mercury,Los Superventas,1990
Mi tierra,ES,1993,Gloria Estefan,Los$40$,1990
No limit,EN,1993,2 unlimited,Los Superventas,1990
No ordinary love,EN,1993,Sade,Los$40$,1990
No te rindas,ES,1993,La trampa,Los$40$,1990
Nuestros nombres,ES,1993,Heroes del silencio,Los Superventas,1990
Numb,EN,1993,U2,Los$40$,1990
Ordinary world,EN,1993,Duran duran,Los$40$,1990
Otra como tu,ES,1993,Eros ramazzotti,Los$40$,1990
Piel sobre piel,ES,1993,Tam tam go,Los$40$,1990
Quiero tener tu presencia,ES,1993,Seguridad social,Los$40$,1990
rastros de ti,ES,1993,Cabaret pop,Los$40$,1990
Salome,EN,1993,U2,Los$40$,1990
Saturday night,EN,1993,Whitfield,Los Superventas,1990
Si tu me miras,ES,1993,Alejandro sanz,Los$40$,1990
Si tu no vuelves,ES,1993,Miguel bose,Los$40$,1990
Sin documentos,ES,1993,Los rodriguez,Los$40$,1990
Solo por un dia,ES,1993,Valera,Los$40$,1990
The river of dreams,EN,1993,Billy joel,Los$40$,1990
Tocar madera,ES,1993,Manolo tena,Los$40$,1990
What is love,EN,1993,Haddaway,Los Superventas,1990
What's up,EN,1993,4 Non Blondes,Los$40$,1990
Your latest trick,EN,1993,Dire straits,Los$40$,1990
7 Seconds,EN,1994,Youssou n'dour & neneh cherry,Los$40$,1990
Ain't it fun,EN,1994,Guns 'n' roses,Los$40$,1990
Always,EN,1994,Bon jovi,Los$40$,1990
Amazing,EN,1994,Aerosmith,Los$40$,1990
Amores extraños,ES,1994,Laura pausini,Los$40$,1990
Baby I love you,EN,1994,Big mountain,Los Superventas,1990
Baby I love your way,EN,1994,Big mountain,Los Superventas,1990
Breathe Again,EN,1994,Toni Braxton,Los$40$,1990
Capricornio,ES,1994,Duncan dhu,Los$40$,1990
Casi nunca bailais,ES,1994,Amistades peligrosas,Los$40$,1990
Circle of life,EN,1994,carmen twillie,Los$40$,1990
Crash  boom bang,EN,1994,Roxette,Los$40$,1990
Crazy,EN,1994,Aerosmith,Los$40$,1990
Dame mas,ES,1994,alex de la nuez,Los Superventas,1990
Demasiado corazon,ES,1994,Willy DeVille,Los$40$,1990
Dentro de ti,ES,1994,Revolver,Los$40$,1990
Dimension divertida,ES,1994,Paco pil,Los Superventas,1990
Dirty dawg,EN,1994,New kids on the block,Los$40$,1990
Don't stop,EN,1994,The outhere brothers,Los Superventas,1990
Don't turn around,EN,1994,Ace of base,Los$40$,1990
Echar a volar,ES,1994,David santisteban,Los$40$,1990
El canario,ES,1994,No me pises que llevo chanclas,Los$40$,1990
Elixir de juventud,ES,1994,Antonio vega,Los$40$,1990
Estoy aqui,ES,1994,Rosario,Los$40$,1990
Generacion X,Music,1994,Kike boy,Los Superventas,1990
Hooked on a feeling,EN,1994,Tony wilson,Los Superventas,1990
Hymn,EN,1994,Cabballero,Los Superventas,1990
Hyper hyper,EN,1994,Scooter,Los Superventas,1990
Hypnose,Music,1994,Scorpia,Los Superventas,1990
I swear,EN,1994,All 4 One,Los$40$,1990
Johnny techno ska,ES,1994,Paco pil,Los Superventas,1990
Caña de españa,Music,1994,Javier rapallo,Los Superventas,1990
La casa de los sueños,ES,1994,La union,Los$40$,1990
La soledad,ES,1994,Laura pausini,Los$40$,1990
Las palabras de amor,ES,1994,Presuntos implicados,Los$40$,1990
Let it go,EN,1994,Prince,Los$40$,1990
Let the beat go on,EN,1994,Dr Alban,Los Superventas,1990
Love is all around,EN,1994,Wet wet wet,Los$40$,1990
Love is strong,EN,1994,The rolling stones,Los$40$,1990
Madera de colleja,ES,1994,Celtas cortos,Los$40$,1990
Me haces tanto bien,ES,1994,Amistades peligrosas,Los$40$,1990
Mr jones,EN,1994,Counting crows,Los$40$,1990
Please forgive me,EN,1994,Bryan adams,Los$40$,1990
Right in the night,EN,1994,Jam&spoon,Los Superventas,1990
Se fue,ES,1994,Laura pausini,Los$40$,1990
Señor matanza,ES,1994,Mano negra,Los$40$,1990
Si es tan solo amor,EN,1994,Revolver,Los$40$,1990
Sister golden hair,EN,1994,Spanic,Los Superventas,1990
Sleeping in my car,EN,1994,Roxette,Los$40$,1990
Solo para ti,ES,1994,Sergio Dalma,Los$40$,1990
Somos el futuro,ES,1994,Siete7 black,Los$40$,1990
Streets of Philadelphia,EN,1994,Bruce springsteen,Los$40$,1990
Summer in the city,EN,1994,Joe cocker,Los$40$,1990
Take it back,EN,1994,Pink Floyd,Los$40$,1990
Te comeria el corazon,ES,1994,Miguel bose,Los$40$,1990
The gift,EN,1994,INXS,Los$40$,1990
The most beautiful girl in the world,EN,1994,Prince,Los Superventas,1990
The sign,EN,1994,Ace of base,Los Superventas,1990
Tranquilo majete,ES,1994,Celtas cortos,Los$40$,1990
Un amigo de verdad,ES,1994,Viceversa,Los$40$,1990
Vivir sin aire,ES,1994,Mana,Los$40$,1990
What do you want from me,EN,1994,Pink Floyd,Los$40$,1990
What's the frequency kenneth,EN,1994,REM,Los$40$,1990
When we dance,EN,1994,Sting,Los$40$,1990
Without you,EN,1994,Mariah Carey,Los$40$,1990
Word up,EN,1994,Gun,Los$40$,1990
You owe it all to me,EN,1994,Texas,Los$40$,1990
You've got to give a little,EN,1994,Texas,Los$40$,1990
A conspiracy,EN,1995,The black crowes,Los$40$,1990
a un perro flaco,ES,1995,juan perro,Los$40$,1990
About a girl,EN,1995,Nirvana,Los$40$,1990
aqui no podemos hacerlo,ES,1995,Los rodriguez,Los$40$,1990
Back for good,EN,1995,Take that,Los Superventas,1990
Bang and blame,EN,1995,REM,Los$40$,1990
believe,EN,1995,Elton John,Los$40$,1990
besare el suelo,ES,1995,Luz casal,Los$40$,1990
Blind man,EN,1995,Aerosmith,Los$40$,1990
can't cry anymore,EN,1995,sheryl crow,Los$40$,1990
Chasis,ES,1995,Ricardo f,Los Superventas,1990
Comerranas,ES,1995,Seguridad social,Los$40$,1990
Dancing with tears in my eyes,EN,1995,Cabballero,Los Superventas,1990
El tiburon,ES,1995,Proyecto uno,Los Superventas,1990
en la selva,ES,1995,juan perro,Los$40$,1990
entre mis recuerdos,ES,1995,Luz casal,Los$40$,1990
Estres,ES,1995,EX3,Los Superventas,1990
everlasting love,EN,1995,Gloria Estefan,Los$40$,1990
Exhale,EN,1995,Whitney Houston,Los Superventas,1990
fairground,EN,1995,Simply red,Los$40$,1990
Get it up,EN,1995,Sensity world,Los Superventas,1990
have you really loved a woman,EN,1995,Bryan adams,Los$40$,1990
Heaven for everyone,EN,1995,Queen,Los$40$,1990
Here comes the hotstepper,EN,1995,ini kamoze,Los$40$,1990
Hold me thrill me kiss me,EN,1995,Gloria Estefan,Los$40$,1990
I don't wanna be a star,EN,1995,Corona,Los Superventas,1990
iberia sumergida,ES,1995,Heroes del silencio,Los$40$,1990
la fuerza del corazon,ES,1995,Alejandro sanz,Los$40$,1990
las mentiras del viento,ES,1995,manolo tena,Los$40$,1990
mas alla,ES,1995,Gloria Estefan,Los$40$,1990
Me and you,EN,1995,Alexia,Los Superventas,1990
mi razon de ser,ES,1995,OBK,Los$40$,1990
mi soledad y yo,ES,1995,Alejandro sanz,Los$40$,1990
milonga del marinero y el capitan,ES,1995,Los rodriguez,Los$40$,1990
mirder incorporate,EN,1995,Bruce springsteen,Los$40$,1990
mishale,EN,1995,andru donalds,Los$40$,1990
Never forget,EN,1995,Take that,Los Superventas,1990
No more I love you's,EN,1995,Annie lennox,Los Superventas,1990
no va mas,ES,1995,Revolver,Los$40$,1990
Play this song,Music,1995,2 fabiola,Los Superventas,1990
Problema,ES,1995,Ketama,Los$40$,1990
Quiero volar,ES,1995,GEM,Los Superventas,1990
rock and roll is dead,EN,1995,lenny kravitz,Los$40$,1990
ruido,ES,1995,joaquin sabina,Los$40$,1990
Scatman,EN,1995,Scatman john,Los Superventas,1990
Scatman’s world,EN,1995,Scatman john,Los Superventas,1990
scream,EN,1995,Michael Jackson,Los$40$,1990
secret garen,EN,1995,Bruce springsteen,Los$40$,1990
shut up and sleep with me,EN,1995,Sin with sebastian,Los Superventas,1990
shy guy,EN,1995,diana king,Los$40$,1990
Siete vidas,ES,1995,Antonio flores,Los$40$,1990
sin llaves,ES,1995,El ultimo de la fila,Los$40$,1990
Someday i'll be saturday night,EN,1995,Bon jovi,Los$40$,1990
something for the plan,EN,1995,bon jovi,Los$40$,1990
Take a bow,EN,1995,Madonna,Los$40$,1990
the man who sold the world,EN,1995,Nirvana,Los$40$,1990
this ain't a love song,EN,1995,Bon jovi,Los$40$,1990
Viva,EN,1995,Nirvana,Los Superventas,1990
you are not alone,EN,1995,Michael Jackson,Los$40$,1990
You belong to me,EN,1995,JX,Los Superventas,1990
Zombie,EN,1995,Ororo,Los Superventas,1990
Zombie,EN,1995,The cranberries,Los$40$,1990
a comer a casa,ES,1996,los deltonos,Los Superventas,1990
a sudar,ES,1996,Danza invisible,Los$40$,1990
Die reise,DE,1996,max giesinger,Los Superventas,1990
child,EN,1996,mark owen,Los Superventas,1990
children,EN,1996,robert miles,Los Superventas,1990
dame,ES,1996,luis miguel,Los$40$,1990
dance into the light,EN,1996,Phil Collins,Los$40$,1990
danza de los limones,ES,1996,juan anrtonio canta,Los Superventas,1990
darling pretty,EN,1996,mark knopler,Los$40$,1990
duro de pelar,ES,1996,rebeca,Los$40$,1990
earth song,EN,1996,Michael Jackson,Los$40$,1990
El tacto de su piel,ES,1996,lydia,Los$40$,1990
el talisman,ES,1996,rosana,Los$40$,1990
estrella gemela,ES,1996,Eros ramazzotti,Los$40$,1990
ex p cial,ES,1996,Ex3,Los Superventas,1990
falling in to you,EN,1996,celine dion,Los Superventas,1990
fastlove,EN,1996,George michael,Los Superventas,1990
flor de lis,FR,1996,Ketama,Los$40$,1990
forever love,EN,1996,gary barlow,Los Superventas,1990
freedom,EN,1996,robbie williams,Los Superventas,1990
how deep is your love,EN,1996,Take that,Los Superventas,1990
inolvidable,ES,1996,Laura pausini,Los$40$,1990
ironic,EN,1996,alains morissette,Los$40$,1990
jesus to a child,EN,1996,George michael,Los Superventas,1990
killing me softly,EN,1996,fugees,Los$40$,1990
la chispa adecuada,ES,1996,Heroes del silencio,Los$40$,1990
la cosa mas bella,ES,1996,Eros ramazzotti,Los Superventas,1990
lemon tree,EN,1996,fools garden,Los$40$,1990
let your soul be your pilot,EN,1996,sting,Los$40$,1990
lo echamos a suertes,ES,1996,ella baila sola,Los$40$,1990
lo eres todo,ES,1996,Luz casal,Los$40$,1990
macarena christmas,EN,1996,los del rio,Los Superventas,1990
maria,ES,1996,ricky martin,Los$40$,1990
me quedare solo,ES,1996,Amistades peligrosas,Los$40$,1990
missing,EN,1996,everything but the girl,Los$40$,1990
mucho mejor,ES,1996,Los rodriguez,Los$40$,1990
mueve mueve,ES,1996,sandy&papo,Los Superventas,1990
negrita,ES,1996,la union,Los$40$,1990
nirvana,EN,1996,El bosco,Los$40$,1990
no nos podran parar,ES,1996,Celtas cortos,Los$40$,1990
que bonito,ES,1996,rosario,Los$40$,1990
quiero morir en tu veneno,ES,1996,Alejandro sanz,Los$40$,1990
reach,EN,1996,Gloria Estefan,Los$40$,1990
salvation,EN,1996,The cranberries,Los$40$,1990
se a vida e,EN,1996,Pet shop boys,Los$40$,1990
seven days & one week,EN,1996,bbe,Los Superventas,1990
spinning the wheel,EN,1996,George michael,Los Superventas,1990
stranger in moscow,EN,1996,Michael Jackson,Los Superventas,1990
suelta las riendas de mi corazon,ES,1996,Mikel erentxun,Los$40$,1990
sunset boulevard,ES,1996,javier alvarez,Los$40$,1990
the only thing that looks good on me is you,EN,1996,Bryan adams,Los$40$,1990
the universal,EN,1996,blur,Los$40$,1990
these days,EN,1996,bon jovi,Los$40$,1990
until it sleeps,EN,1996,metallica,Los$40$,1990
Veras,ES,1996,Madonna,Los$40$,1990
vivimos siempre juntos,ES,1996,nacho cano,Los$40$,1990
wannabe,EN,1996,spice girls,Los$40$,1990
woman,EN,1996,neneh cherry,Los$40$,1990
wonderwall,EN,1996,Oasis,Los$40$,1990
zero,EN,1996,the smashing pumpkins,Los Superventas,1990
a contratiempo,ES,1997,ana torroja,Los Superventas,1990
a tu lado,ES,1997,rosario,Los$40$,1990
amores de barra,ES,1997,ella baila sola,Los$40$,1990
anybody seen my baby,EN,1997,The rolling stones,Los$40$,1990
barbie girl,EN,1997,aqua,Los$40$,1990
barrel of a gun,EN,1997,depeche mode,Los Superventas,1990
beetlebum,EN,1997,blur,Los$40$,1990
bitch,EN,1997,meredith brooks,Los$40$,1990
bittersweet symphony,EN,1997,the verve,Los$40$,1990
blood on the dance floor,EN,1997,Michael Jackson,Los Superventas,1990
candle in the wind 97,EN,1997,Elton John,Los Superventas,1990
cantos de sirena,ES,1997,inma serrano,Los$40$,1990
cosmic girl,EN,1997,jamiroquai,Los$40$,1990
cuando los sapos bailen flamenco,ES,1997,ella baila sola,Los$40$,1990
d'you know what i mean,EN,1997,oasis,Los Superventas,1990
discotheque,EN,1997,U2,Los$40$,1990
Don't cry for me argentina,EN,1997,Madonna,Los Superventas,1990
don't speak,EN,1997,no doubt,Los$40$,1990
en navidad,ES,1997,rosana,Los Superventas,1990
estatua de sal,ES,1997,Ketama,Los$40$,1990
este mundo va,ES,1997,Miguel bose,Los$40$,1990
everybody,EN,1997,backstreet boys,Los Superventas,1990
falling in love,EN,1997,Aerosmith,Los Superventas,1990
frio sin ti,ES,1997,navajita platea,Los$40$,1990
garota nacional,ES,1997,skank,Los$40$,1990
grande,ES,1997,paolo vallesi,Los$40$,1990
haz turismo,ES,1997,Celtas cortos,Los$40$,1990
honey,EN,1997,mariah carey,Los$40$,1990
i'll be missing you,EN,1997,puff daddy & faith evans,Los Superventas,1990
it's no good,EN,1997,depeche mode,Los Superventas,1990
la aurora,ES,1997,Eros ramazzotti,Los$40$,1990
la flaca,ES,1997,jarabe de palo,Los$40$,1990
la suerte que viene y va,ES,1997,nacho cano,Los$40$,1990
las cosas que vives,ES,1997,Laura pausini,Los$40$,1990
laura no esta,ES,1997,nek,Los$40$,1990
loco,ES,1997,andres calamaro,Los$40$,1990
love&respect,EN,1997,supat and the party animals,Los Superventas,1990
mi enfermedad,ES,1997,los rodriguez,Los$40$,1990
midnight in chelsea,EN,1997,jon bon jovi,Los Superventas,1990
mmmbop,EN,1997,hanson,Los$40$,1990
moja mi corazon,ES,1997,marta sanchez,Los$40$,1990
old before i die,EN,1997,robbie williams,Los Superventas,1990
quit playin games,EN,1997,backstreet boys,Los$40$,1990
salome,ES,1997,bunbury,Los Superventas,1990
salta,ES,1997,Seguridad social,Los$40$,1990
say what you want,EN,1997,texas,Los$40$,1990
say you'll be there,EN,1997,spice girls,Los$40$,1990
serenade,EN,1997,dover,Los$40$,1990
si si o si no,ES,1997,david summers,Los$40$,1990
song 2,EN,1997,blur,Los$40$,1990
step by step,EN,1997,Whitney Houston,Los$40$,1990
straight at the sun,EN,1997,U2,Los$40$,1990
sweet kisses,EN,1997,squeezer,Los$40$,1990
the real thing,EN,1997,lisa stansfield,Los$40$,1990
todas las flores,ES,1997,Presuntos implicados,Los$40$,1990
y si fuera ella,ES,1997,Alejandro sanz,Los$40$,1990
y sin embargo,ES,1997,joaquin sabina,Los$40$,1990
your woman,EN,1997,white town,Los Superventas,1990
acuarela,ES,1998,Seguridad social,Los$40$,1990
all i have to give,EN,1998,backstreet boys,Los Superventas,1990
angel of mine,EN,1998,eternal,Los$40$,1990
as long as you love me,EN,1998,backstreet boys,Los$40$,1990
believe,EN,1998,cher,Los Superventas,1990
carbon y ramas secas,ES,1998,manolo garcia,Los$40$,1990
come into my life,EN,1998,gala,Los$40$,1990
contigo,ES,1998,rosana,Los Superventas,1990
corazon partido,ES,1998,Alejandro sanz,Los Superventas,1990
corazon prohibido,ES,1998,Gloria Estefan,Los Superventas,1990
crush,EN,1998,jennifer paige,Los$40$,1990
de que me sirve llorar,ES,1998,OBK,Los$40$,1990
depende,ES,1998,jarabe de palo,Los$40$,1990
desatame,ES,1998,monica naranjo,Los$40$,1990
doctor jones,EN,1998,aqua,Los$40$,1990
drowned world,EN,1998,madonna,Los Superventas,1990
el club de los humildes,ES,1998,mecano,Los Superventas,1990
everything's gonna be alright,EN,1998,sweetbox,Los$40$,1990
flaca,ES,1998,andres calamaro,Los$40$,1990
frozen,EN,1998,madonna,Los Superventas,1990
gettin jiggy wit it,EN,1998,will smith,Los$40$,1990
gimme love,EN,1998,alexia,Los$40$,1990
gimme the power,EN,1998,molotov,Los$40$,1990
happy world,EN,1998,blue 4 u,Los Superventas,1990
high,EN,1998,lighthouse family,Los$40$,1990
horny,EN,1998,mousse t,Los$40$,1990
i think i'm paranoid,EN,1998,garbage,Los$40$,1990
la bomba,ES,1998,ricky martin,Los$40$,1990
la copa de la vida,ES,1998,ricky martin,Los Superventas,1990
life,EN,1998,des ree,Los$40$,1990
music sounds better with you,EN,1998,stardust,Los Superventas,1990
my heart will go on,EN,1998,celine dion,Los Superventas,1990
nada que perder,ES,1998,Amistades peligrosas,Los$40$,1990
never ever,EN,1998,all saints,Los$40$,1990
on a day like today,EN,1998,Bryan adams,Los$40$,1990
only when i lose myself,EN,1998,depeche mode,Los Superventas,1990
only when i sleep,EN,1998,the corrs,Los$40$,1990
out of control,EN,1998,The rolling stones,Los$40$,1990
outside,ES,1998,George michael,Los Superventas,1990
oye,ES,1998,Gloria Estefan,Los Superventas,1990
pajaros de barro,ES,1998,manolo garcia,Los$40$,1990
ponle sabor,ES,1998,dj kun,Los$40$,1990
quien se acuerda de ti,ES,1998,Mikel erentxun,Los$40$,1990
quiero vender mi pasado,ES,1998,la rabia del milenio,Los$40$,1990
raincloud,EN,1998,lighthouse family,Los$40$,1990
ray of light,EN,1998,madonna,Los Superventas,1990
save tonight,EN,1998,eagle eye cherry,Los$40$,1990
si se que te tengo a ti,ES,1998,nek,Los$40$,1990
soñare,ES,1998,la oreja de van gogh,Los$40$,1990
thank you,EN,1998,alanis morissette,Los$40$,1990
together again,EN,1998,janet jackson,Los$40$,1990
torn,EN,1998,natalie imbruglia,Los Superventas,1990
train,EN,1998,undrop,Los$40$,1990
what can i do,EN,1998,the corrs,Los$40$,1990
what's your sing,EN,1998,des ree,Los Superventas,1990
why can't we be friends,EN,1998,smash mouth,Los$40$,1990
y quisiera,ES,1998,ella baila sola,Los$40$,1990
19 dias y 500 noches,ES,1999,joaquin sabina,Los$40$,1990
agua,ES,1999,jarabe de palo,Los$40$,1990
atrapados en la red,ES,1999,tam tam go,Los$40$,1990
baby one more time,EN,1999,britney spears,Los$40$,1990
bailamos,ES,1999,enrique iglesias,Los Superventas,1990
big big world,EN,1999,Emila,Los Superventas,1990
blue da ba dee,EN,1999,eiffel 65,Los$40$,1990
busindree reel,Music,1999,hevia,Los$40$,1990
can't take my eyes off you,EN,1999,lauryn hill,Los$40$,1990
channed heat,EN,1999,jamiroquai,Los$40$,1990
cherry lee,EN,1999,dover,Los$40$,1990
